mRNA	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mgi_symbol	foldChange	absFoldChange	regulation	val.sig.up	val.sig.down	val.nsig.up	val.nsig.down	pred.sig.up	pred.sig.down	pred.nsig.up	pred.nsig.down	val.sig.up.freq	val.sig.down.freq	val.nsig.up.freq	val.nsig.down.freq	pred.sig.up.freq	pred.sig.down.freq	pred.nsig.up.freq	pred.nsig.down.freq
ENSMUSG00000060730	8.48474803053949	-1.70524030178621	0.338068221751262	-5.04407155737006	4.55728740333793e-07	0.000310491496395108	Gm10086	0.306670159695596	3.2608324233196	Down					0	0	0	0					0	0	0	0
ENSMUSG00000080873	17.0139940107367	-1.70126002001646	0.344366517992852	-4.9402596684843	7.80186012639951e-07	0.0003927253111909	Rpl30-ps3	0.307517406672155	3.25184844273255	Down					0	0	0	0					0	0	0	0
ENSMUSG00000066270	179.976975007428	-1.69258789682876	0.343291095097902	-4.93047422726201	8.20302388735649e-07	0.0003927253111909	Gm10157	0.309371478442298	3.23236002567222	Down					0	0	0	0					0	0	0	0
ENSMUSG00000082741	19.3293079914591	-1.68767913530701	0.344387588169337	-4.90052253125094	9.55820947156942e-07	0.000412961274583855	Gm9703	0.310425905930534	3.22138062866369	Down					0	0	0	0					0	0	0	0
ENSMUSG00000096768	655.085025913976	-1.6795142989454	0.342181551828984	-4.90825495988395	9.18903467290376e-07	0.000406936400489543	Erdr1	0.312187721376964	3.20320093176409	Down					0	0	0	0					0	0	0	0
ENSMUSG00000084383	21.3524611453654	-1.66948627459891	0.342785361622378	-4.87035463444925	1.1139813043649e-06	0.000455581215645118	Gm13370	0.314365265185041	3.1810130149442	Down					0	0	0	0					0	0	0	0
ENSMUSG00000076612	149.329295972966	1.65895404539548	0.343080831266853	4.83546119224924	1.32837289420256e-06	0.000490224946831335	Ighg2c	3.15787495644742	3.15787495644742	Up					0	0	0	0					0	0	0	0
ENSMUSG00000055093	208.495791917509	-1.65184604370482	0.304798793757423	-5.41946384807367	5.97780361801517e-08	8.14544717611698e-05	Gm8430	0.318232692008897	3.14235471436744	Down					0	0	0	0					0	0	0	0
ENSMUSG00000100228	18.1958597875266	-1.63539558086627	0.338133191759026	-4.83654258358568	1.32116979302303e-06	0.000490224946831335	Gm29257	0.321882136558514	3.10672723466968	Down					0	0	0	0					0	0	0	0
ENSMUSG00000109933	13.5683528771039	-1.61540433305685	0.344224105560753	-4.69288555612716	2.69378201342446e-06	0.000803494659713962	Gm7600	0.326373463769602	3.06397459048918	Down					0	0	0	0					0	0	0	0
ENSMUSG00000083992	66.9999429531467	-1.61259382121841	0.336302242849851	-4.79507304962693	1.6261556190024e-06	0.000576114412700171	Gm11478	0.327009891088287	3.05801147687614	Down					0	0	0	0					0	0	0	0
ENSMUSG00000085442	147.622718228475	-1.61074584946794	0.314300292659723	-5.12486270959925	2.97754629134304e-07	0.000256575447222832	Gm3362	0.327429031808358	3.05409692743829	Down					0	0	0	0					0	0	0	0
ENSMUSG00000070271	7.5378873364434	-1.61030084711115	0.343439709781639	-4.68874390831215	2.74887136948852e-06	0.000803494659713962	Gm13268	0.327530043568146	3.05315503001159	Down					0	0	0	0					0	0	0	0
ENSMUSG00000067870	119.363790522624	-1.60139035982123	0.314506330442744	-5.09175874955165	3.54757315844175e-07	0.000264524268689857	Rpl31-ps8	0.329559220475776	3.03435600605052	Down					0	0	0	0					0	0	0	0
ENSMUSG00000024205	44.6422085417941	-1.57993581669582	0.326675301176275	-4.83641037754269	1.32204839192821e-06	0.000490224946831335	Rpl36-ps2	0.334496769617129	2.98956549309764	Down					0	0	0	0					0	0	0	0
ENSMUSG00000063001	9.96532200559467	-1.5783253036891	0.344157903172069	-4.58604986008408	4.51710770515043e-06	0.00109611021765801	Gm9701	0.334870384402415	2.98623003579288	Down					0	0	0	0					0	0	0	0
ENSMUSG00000075279	143.006986807269	-1.57237895032879	0.319399247092753	-4.92292628940409	8.52595732238825e-07	0.000397444231602067	Mrpl23-ps1	0.336253467385471	2.97394702804248	Down					0	0	0	0					0	0	0	0
ENSMUSG00000050621	141.254144370192	-1.56304390387585	0.333456159305088	-4.68740450658697	2.76691736719836e-06	0.000803494659713962	Rps27rt	0.338436270365344	2.95476604478738	Down					0	0	0	0					0	0	0	0
ENSMUSG00000108366	65.1532577370614	-1.55933917579455	0.334190920335037	-4.66601299111077	3.07100293144831e-06	0.000863488030598022	Gm5586	0.339306465067945	2.94718817043393	Down					0	0	0	0					0	0	0	0
ENSMUSG00000023043	28.7015412173774	1.55777996250056	0.329891676899071	4.72209537731731	2.33427162497939e-06	0.000738380135087232	Krt18	2.94400467529183	2.94400467529183	Up					0	0	0	0					0	0	0	0
ENSMUSG00000109509	15.4571280448621	-1.55032974598205	0.343844702741217	-4.5088079985599	6.51928739043012e-06	0.00140832508334243	Rps12-ps4	0.34143201671502	2.92884073854931	Down					0	0	0	0					0	0	0	0
ENSMUSG00000031734	88.1339300135397	1.54205338579891	0.335568449565516	4.59534675502274	4.32030209510663e-06	0.00106291432378776	Irx3	2.91208685549541	2.91208685549541	Up					0	0	0	0			mmu-miR-674-3p	mmu-miR-154-3p	0	0	1	1
ENSMUSG00000057657	8.4891828612224	-1.53870015294654	0.343689388235354	-4.47700803579324	7.56964013699897e-06	0.00152373415212273	Rps18-ps3	0.344195429901983	2.90532619879576	Down					0	0	0	0					0	0	0	0
ENSMUSG00000107176	79.8965349859303	-1.52350759378915	0.327174497135607	-4.65655974755785	3.21536997787238e-06	0.00088995412168799	Gm9794	0.34783919365657	2.87489166901451	Down					0	0	0	0					0	0	0	0
ENSMUSG00000058905	49.0841997722059	-1.5232236986477	0.316418750165393	-4.81394891374645	1.47976650947378e-06	0.000534950692833032	Gm10051	0.347907648576685	2.8743260002793	Down					0	0	0	0					0	0	0	0
ENSMUSG00000069972	95.1982510023132	-1.50690743000706	0.318480571389347	-4.73155214283023	2.22809566515854e-06	0.00072649817362533	Rps13-ps2	0.351864670373281	2.84200172452419	Down					0	0	0	0					0	0	0	0
ENSMUSG00000059602	41.6983319889204	-1.5046125951701	0.343059562103639	-4.38586403464116	1.15526270863276e-05	0.00210972408461038	Syn3	0.352424812209688	2.83748466440272	Down	mmu-miR-31-5p		mmu-miR-466i-5p	mmu-let-7b-5p	1	0	1	1			mmu-miR-466i-5p		0	0	1	0
ENSMUSG00000097731	8.0664147276936	-1.50354580214797	0.29722669845218	-5.05858259025096	4.22384303882792e-07	0.000299284622359191	2700016F22Rik	0.352685507198228	2.8353872773058	Down					0	0	0	0					0	0	0	0
ENSMUSG00000070692	18.5468293948146	-1.48884182684301	0.342389065594588	-4.34839186309149	1.37139408378463e-05	0.0022960348603742	Rps12-ps10	0.356298464989651	2.80663572330868	Down					0	0	0	0					0	0	0	0
ENSMUSG00000064352	2145.18978605697	-1.48781891177089	0.343340208218225	-4.33336637002689	1.46846429057001e-05	0.00238645655441809	mt-Ts1	0.356551181120207	2.80464643773782	Down					0	0	0	0					0	0	0	0
ENSMUSG00000111966	13.5085606520277	-1.4689118315244	0.343889953660086	-4.27145898241717	1.94198249974249e-05	0.00284554321855657	Gm5781	0.361254676427129	2.76813025616768	Down					0	0	0	0					0	0	0	0
ENSMUSG00000084345	10.1618776963374	-1.46538517378641	0.340314817758157	-4.305969347558	1.66256079149603e-05	0.0026097687804615	Rpl17-ps4	0.362138841134025	2.7613718453081	Down					0	0	0	0					0	0	0	0
ENSMUSG00000097148	79.414597195993	-1.46477749486035	0.316613134380061	-4.62639523066037	3.72084951134746e-06	0.00100662961032447	Gm3839	0.362291410103244	2.76020897021827	Down					0	0	0	0					0	0	0	0
ENSMUSG00000107713	13.8421872112349	-1.45736002859175	0.34219890840529	-4.25880969458177	2.05518340632015e-05	0.00288932689361549	Gm6681	0.364158890262362	2.74605406249876	Down					0	0	0	0					0	0	0	0
ENSMUSG00000049233	160.403658997081	-1.4564297776861	0.315133461606428	-4.62162846897245	3.80739437121709e-06	0.00100662961032447	Apoo-ps	0.364393775922476	2.74428397540123	Down					0	0	0	0					0	0	0	0
ENSMUSG00000072692	135.034414627102	-1.45563160913964	0.307704885429445	-4.73060935353077	2.23846906701818e-06	0.00072649817362533	Rpl37rt	0.364595431929146	2.74276612493142	Down					0	0	0	0					0	0	0	0
ENSMUSG00000069862	283.664762567356	-1.45317957906428	0.288589333364755	-5.03545838690986	4.76706684712243e-07	0.000312754896777506	Rps12-ps9	0.365215631692725	2.73810843025841	Down					0	0	0	0					0	0	0	0
ENSMUSG00000080006	11.685678125602	-1.44856429101651	0.343102779330076	-4.2219544063295	2.42193107596619e-05	0.00320164828952724	Rps19-ps7	0.366385854303428	2.72936301512294	Down					0	0	0	0					0	0	0	0
ENSMUSG00000086126	77.3081560506405	-1.44025267150537	0.343686347560805	-4.19060193029799	2.78215394000973e-05	0.00354554495635485	Evx1os	0.368502759634927	2.71368388391635	Down					0	0	0	0					0	0	0	0
ENSMUSG00000027894	61.8395324293661	1.43039316419073	0.328978401311653	4.34798503028674	1.37393979451093e-05	0.0022960348603742	Slc6a17	2.6952015517371	2.6952015517371	Up			mmu-miR-466i-5p,mmu-miR-194-5p	mmu-miR-329-3p,mmu-miR-149-5p	0	0	2	2			mmu-miR-466i-5p,mmu-miR-185-3p	mmu-miR-331-3p,mmu-miR-125a-3p	0	0	2	2
ENSMUSG00000061272	7.3619794887086	-1.42952600598206	0.342717285948793	-4.17115233048283	3.03063175147825e-05	0.00367702814011546	Gm14173	0.371252846860475	2.6935820383778	Down					0	0	0	0					0	0	0	0
ENSMUSG00000103916	15.0392023813115	-1.42782831172092	0.344282566104394	-4.14725708558816	3.36482165947148e-05	0.00397363005839185	Gm38071	0.371689976533184	2.69041422458354	Down					0	0	0	0					0	0	0	0
ENSMUSG00000104208	5.68287676086499	-1.4253908244007	0.336608144836482	-4.23457021544482	2.28989229522861e-05	0.00312024247059074	Gm37401	0.372318491473663	2.68587250673994	Down					0	0	0	0					0	0	0	0
ENSMUSG00000058838	71.5720049313068	-1.4226384293209	0.303732229280524	-4.68385733279219	2.8152599501039e-06	0.000804347012195813	Rps27a-ps2	0.373029484240917	2.68075324403623	Down					0	0	0	0					0	0	0	0
ENSMUSG00000045912	24.9858876426409	1.41512309560586	0.337927145983566	4.18765734693207	2.81848612044166e-05	0.0035661902241074	C2cd4c	2.6668248869676	2.6668248869676	Up			mmu-miR-17-5p	mmu-miR-329-3p	0	0	1	1					0	0	0	0
ENSMUSG00000031765	713.495848531848	-1.41227819503375	0.331272579508853	-4.26319074499797	2.01528346262439e-05	0.00287892994007488	Mt1	0.375717912806765	2.66157126374305	Down			mmu-miR-30e-5p		0	0	1	0					0	0	0	0
ENSMUSG00000105542	8.69040200870123	-1.4109437626448	0.343423653401911	-4.10846413363836	3.98299043975748e-05	0.00422364306167195	Gm34248	0.376065596885815	2.65911056018142	Down					0	0	0	0					0	0	0	0
ENSMUSG00000097987	17.2338883296785	-1.41034846608576	0.34154841549311	-4.12927831636861	3.63903682353331e-05	0.00421319596680189	Gm17786	0.376220804149619	2.6580135627011	Down					0	0	0	0					0	0	0	0
ENSMUSG00000051113	179.792785338069	-1.41000504951361	0.327624722783942	-4.30371993154944	1.67953957870956e-05	0.0026097687804615	Fam71e1	0.376310369743048	2.65738092915914	Down					0	0	0	0					0	0	0	0
ENSMUSG00000095597	301.455814609123	-1.40878751512248	0.342217618828224	-4.11664226975298	3.84432060682949e-05	0.00422364306167195	Gm6472	0.376628083598352	2.65513923031409	Down					0	0	0	0					0	0	0	0
ENSMUSG00000080848	177.153913996027	-1.39890237127353	0.303092048661194	-4.61543738099598	3.92268305999993e-06	0.0010070493873165	Gm9385	0.379217547535008	2.63700877372422	Down					0	0	0	0					0	0	0	0
ENSMUSG00000076431	166.813257868836	-1.3967032501102	0.341276625464687	-4.09258397995594	4.26592669795434e-05	0.00434290951307835	Sox4	0.379796035178792	2.63299220469546	Down			mmu-miR-340-5p,mmu-miR-34b-5p,mmu-miR-30e-5p	mmu-miR-122-5p	0	0	3	1			mmu-miR-32-5p	mmu-miR-671-5p,mmu-miR-129-5p	0	0	1	2
ENSMUSG00000060143	170.198040168583	-1.38704716919591	0.308292360448697	-4.49912922648217	6.8232372924534e-06	0.00142196265174729	Gm10076	0.382346568370661	2.61542820761128	Down					0	0	0	0				mmu-miR-222-3p	0	0	0	1
ENSMUSG00000090136	26.4441993186047	-1.38421084275437	0.326832356858595	-4.23523195823983	2.28315901460227e-05	0.00312024247059074	Gm10177	0.38309899793424	2.61029134869116	Down					0	0	0	0					0	0	0	0
ENSMUSG00000104623	7.20433239588461	-1.38395654553385	0.343537862895676	-4.02854152339571	5.61239489472828e-05	0.00523252437711667	Gm6394	0.383166530984592	2.60983128518658	Down					0	0	0	0					0	0	0	0
ENSMUSG00000040502	20.9057956384917	1.38297978660149	0.336311630255082	4.1121973258925	3.9191109913686e-05	0.00422364306167195	March9	2.60806492902806	2.60806492902806	Up			mmu-miR-17-5p,mmu-miR-7b-5p	mmu-let-7b-5p	0	0	2	1					0	0	0	0
ENSMUSG00000083337	9.75684539710726	-1.37966179803923	0.337021982965926	-4.09368488636161	4.24571232245699e-05	0.00434290951307835	Gm11539	0.384308875885377	2.60207365155484	Down					0	0	0	0					0	0	0	0
ENSMUSG00000113061	74.8058401859956	-1.37314291778423	0.322345128670588	-4.25985316870565	2.04561239938781e-05	0.00288932689361549	Gm11361	0.386049321424805	2.59034259226067	Down					0	0	0	0					0	0	0	0
ENSMUSG00000096474	23.2392878417845	-1.37234483540042	0.338120981705948	-4.05873905983716	4.93384078268276e-05	0.00483184019238091	Gm5561	0.386262938570605	2.58891004065929	Down					0	0	0	0					0	0	0	0
ENSMUSG00000112605	59.7720467016328	-1.37068044555308	0.332679722604917	-4.12012020095637	3.78674794741591e-05	0.00422364306167195	Gm7476	0.386708814573175	2.58592502243255	Down					0	0	0	0					0	0	0	0
ENSMUSG00000081434	13.7807461818111	-1.36623118066222	0.338644880337715	-4.03440671921496	5.47404304877429e-05	0.0051578297109568	Gm14165	0.387903263675202	2.57796232629102	Down					0	0	0	0					0	0	0	0
ENSMUSG00000113198	20.8233957739427	-1.3622217155923	0.340675886009226	-3.99858566906438	6.37221168380491e-05	0.00570087665489496	Gm6988	0.388982804208487	2.57080773026671	Down					0	0	0	0					0	0	0	0
ENSMUSG00000042724	5.73020891095422	1.36046889123378	0.308991532191489	4.40293260331375	1.06797350695357e-05	0.00201256198959314	Map3k9	2.56768618484743	2.56768618484743	Up					0	0	0	0			mmu-miR-20b-5p,mmu-miR-20a-5p,mmu-miR-350-5p,mmu-miR-106a-5p,mmu-miR-17-5p,mmu-miR-93-5p	mmu-miR-92a-2-5p	0	0	6	1
ENSMUSG00000066613	219.914665484115	-1.35891962050157	0.34031675040951	-3.99310236380184	6.5214398169053e-05	0.00573452487745959	Zfp932	0.389874142469287	2.56493029690672	Down					0	0	0	0			mmu-miR-350-3p	mmu-miR-669f-3p	0	0	1	1
ENSMUSG00000038473	30.4243173609514	1.35879515832761	0.344386090163664	3.94555760856039	7.96144871380818e-05	0.00662108462518301	Nos1ap	2.56470902836292	2.56470902836292	Up					0	0	0	0				mmu-let-7e-5p	0	0	0	1
ENSMUSG00000043004	138.086965253169	-1.35784334048965	0.311644385853033	-4.35702808113471	1.3184035869762e-05	0.00226739816890256	Gng2	0.390165105073274	2.56301752001168	Down			mmu-miR-10a-5p,mmu-miR-10b-5p,mmu-miR-339-5p,mmu-miR-431-5p	mmu-miR-504-5p,mmu-miR-139-5p,mmu-miR-1199-5p	0	0	4	3			mmu-miR-138-5p		0	0	1	0
ENSMUSG00000105388	46.3759517651434	-1.35433635021025	0.337960345105372	-4.00738243354552	6.13954058182678e-05	0.00557982374626365	Rpl36a-ps2	0.391114695679696	2.55679474856386	Down					0	0	0	0					0	0	0	0
ENSMUSG00000038550	201.339932157193	-1.35350187159297	0.298115846963235	-4.54018759948674	5.62041977507929e-06	0.00129298851812668	Ciart	0.391340988312773	2.55531628391751	Down					0	0	0	0					0	0	0	0
ENSMUSG00000018387	13.925408254436	1.35221506200785	0.329234408827928	4.10714987786885	4.00571318934677e-05	0.00422364306167195	Shroom1	2.5530380897219	2.5530380897219	Up			mmu-miR-10a-5p,mmu-miR-10b-5p	mmu-miR-329-3p	0	0	2	1		mmu-miR-382-5p		NA	0	1	0	0
ENSMUSG00000026500	338.417337811852	-1.34084226188778	0.282733227228487	-4.74242902056999	2.11170827153148e-06	0.000719361544652088	Cox20	0.394790105654153	2.53299154583177	Down					0	0	0	0					0	0	0	0
ENSMUSG00000062353	199.760133234961	-1.33675920184063	0.305473372854864	-4.37602527954456	1.20863003180654e-05	0.0021232175932027	Gm15772	0.395909008025734	2.52583290536042	Down					0	0	0	0					0	0	0	0
ENSMUSG00000097583	14.8839140521154	-1.33670681536855	0.341287025672228	-3.91666461019331	8.97825185228382e-05	0.00738551758428609	6430590A07Rik	0.395923384350712	2.52574119015459	Down					0	0	0	0					0	0	0	0
ENSMUSG00000066443	15.5912751247341	-1.33569484911736	0.33087019380261	-4.0369150021238	5.41586795928713e-05	0.00513619248979205	Gm10163	0.39620119888857	2.52397015154224	Down					0	0	0	0					0	0	0	0
ENSMUSG00000085890	28.203478395218	-1.32919812527679	0.314338463742952	-4.22855704468841	2.35194886561818e-05	0.00316874259389573	Tnfsf13os	0.397989389762529	2.51262979798702	Down					0	0	0	0					0	0	0	0
ENSMUSG00000073640	89.8660891959564	-1.32397667132708	0.307552985334723	-4.30487341843272	1.6708124224077e-05	0.0026097687804615	Rpl27-ps3	0.399432417075966	2.50355243402744	Down					0	0	0	0					0	0	0	0
ENSMUSG00000109736	18.7313162189388	1.32307266715587	0.317378527527876	4.16875293190609	3.06270761022772e-05	0.00369066684405264	Gm8734	2.5019841795795	2.5019841795795	Up					0	0	0	0					0	0	0	0
ENSMUSG00000020798	18.6496264909217	-1.31673043765545	0.337183308071413	-3.90508784431456	9.41911638773043e-05	0.00758410125873895	Spns3	0.401443695651849	2.49100935157604	Down					0	0	0	0					0	0	0	0
ENSMUSG00000066629	26.1437322493456	-1.31286740731484	0.329162716086076	-3.98850581537773	6.64907732665487e-05	0.00577361547864531	Rpl36-ps3	0.402520061218336	2.48434822595731	Down					0	0	0	0					0	0	0	0
ENSMUSG00000082110	16.3612827330127	-1.31011125940283	0.342453755942664	-3.82565890041569	0.000130422775053115	0.00941071967236945	Gm11196	0.403289777050442	2.47960661763793	Down					0	0	0	0					0	0	0	0
ENSMUSG00000019817	38.6101257688091	-1.30753068835694	0.333686596727999	-3.9184393415201	8.91241509526244e-05	0.00737731406530275	Plagl1	0.404011793291998	2.47517527112694	Down			mmu-miR-190a-5p,mmu-miR-15a-5p		0	0	2	0					0	0	0	0
ENSMUSG00000081926	54.0510310009499	-1.29587305869011	0.311044663886193	-4.16619607775766	3.09724333715125e-05	0.00370706543745252	Gm15536	0.407289616969131	2.45525532283773	Down					0	0	0	0					0	0	0	0
ENSMUSG00000081214	78.756176798215	-1.29153707734853	0.294887124072698	-4.37976761925398	1.1880593456814e-05	0.0021232175932027	Rpl35a-ps2	0.408515556355822	2.44788719656244	Down					0	0	0	0					0	0	0	0
ENSMUSG00000082543	13.5888377735344	-1.28768001847682	0.344021447270008	-3.74302250250746	0.000181819939389633	0.012017755247567	Gm14336	0.409609187835014	2.44135148746416	Down					0	0	0	0					0	0	0	0
ENSMUSG00000040265	176.586882735108	-1.28730135625165	0.313350102170901	-4.10818872351781	3.98774197224897e-05	0.00422364306167195	Dnm3	0.409716711517295	2.44071079331063	Down				mmu-let-7b-5p,mmu-miR-669f-3p	0	0	0	2			mmu-miR-301a-3p	mmu-miR-329-3p,mmu-miR-298-5p	0	0	1	2
ENSMUSG00000036305	37.658811345163	-1.28564414801792	0.315951923545993	-4.06911321693779	4.71924124466481e-05	0.00469644041617935	Rpl39-ps	0.410187619096392	2.43790878477248	Down					0	0	0	0					0	0	0	0
ENSMUSG00000090516	55.8619938629567	-1.2813120823964	0.311124924166604	-4.11832027224623	3.8164404818292e-05	0.00422364306167195	Rps11-ps1	0.411421164784064	2.43059931183864	Down					0	0	0	0					0	0	0	0
ENSMUSG00000050299	224.224173662803	-1.27736616248885	0.323402994710835	-3.94976602993732	7.82276227312128e-05	0.00658271145581465	Gm9843	0.412547984434125	2.42396045485875	Down					0	0	0	0					0	0	0	0
ENSMUSG00000025817	113.762225637376	-1.27608458651948	0.310308040089488	-4.11231557568239	3.91710356892116e-05	0.00422364306167195	Nudt5	0.412914622199116	2.42180815654859	Down					0	0	0	0					0	0	0	0
ENSMUSG00000082674	8.11638359218702	-1.27587310024622	0.34260781630582	-3.72400464765621	0.000196087313020673	0.0125851110972761	Gm11914	0.412975156250355	2.42145316701273	Down					0	0	0	0					0	0	0	0
ENSMUSG00000079105	59.2989722450567	1.27468908366177	0.313813907491366	4.06192668085254	4.86693642949082e-05	0.0048163637939665	C7	2.41946670108485	2.41946670108485	Up					0	0	0	0					0	0	0	0
ENSMUSG00000031245	554.94736281193	-1.27136823118581	0.337760457583303	-3.76411211745308	0.000167141885541376	0.0114757804669765	Hmgn5	0.414266701975208	2.41390388180377	Down					0	0	0	0			mmu-miR-582-5p		0	0	1	0
ENSMUSG00000097820	57.9604569150188	-1.27115927803224	0.329992581517863	-3.85208440803519	0.000117116635831039	0.00890388020219326	E530011L22Rik	0.41432670675812	2.41355428865412	Down					0	0	0	0					0	0	0	0
ENSMUSG00000060419	176.076647790051	-1.27082498392915	0.292708607017077	-4.3416044265996	1.41446023444175e-05	0.00234165874700011	Rps16-ps2	0.41442272360105	2.41299509667492	Down					0	0	0	0					0	0	0	0
ENSMUSG00000034040	146.746320438295	1.26764393047316	0.327747089845308	3.8677503774983	0.000109844022311619	0.00849684284379048	Galnt17	2.40768045291108	2.40768045291108	Up					0	0	0	0					0	0	0	0
ENSMUSG00000086914	122.791779642889	-1.26554290788354	0.311818871330817	-4.05858344134948	4.93712924704158e-05	0.00483184019238091	Gm16124	0.415942812352569	2.40417665674762	Down					0	0	0	0					0	0	0	0
ENSMUSG00000097960	107.55218682874	1.26132652980416	0.307959879018605	4.09574953017811	4.2080469891512e-05	0.0043337990910363	A330074K22Rik	2.39716053833114	2.39716053833114	Up					0	0	0	0					0	0	0	0
ENSMUSG00000038605	87.9461179805481	1.26008228158049	0.312160728061965	4.03664576708176	5.42208420227567e-05	0.00513619248979205	Samd10	2.39509400532703	2.39509400532703	Up		mmu-miR-181a-5p	mmu-miR-7b-5p	NA	0	1	1	0			mmu-miR-185-3p		0	0	1	0
ENSMUSG00000058443	341.581494626637	-1.25617308479174	0.285463313088005	-4.4004711891103	1.08016069236453e-05	0.00201410173732056	Rpl10-ps3	0.41865301358459	2.38861292658042	Down					0	0	0	0					0	0	0	0
ENSMUSG00000022003	151.112553311277	1.25234005774983	0.335431915722981	3.73351490734139	0.000188826012142007	0.0124344385839536	Slc25a30	2.38227515880213	2.38227515880213	Up					0	0	0	0					0	0	0	0
ENSMUSG00000049709	41.4662423452313	1.24870380424773	0.323655831035318	3.85812237725904	0.00011426143657357	0.00876202202365466	Nlrp10	2.37627829286618	2.37627829286618	Up					0	0	0	0					0	0	0	0
ENSMUSG00000037996	55.5065253915373	1.24509547360129	0.331499838481017	3.75594594346262	0.000172687967777591	0.0116755521420315	Slc24a2	2.37034239945236	2.37034239945236	Up	mmu-miR-9-5p	mmu-miR-181a-5p	mmu-miR-340-5p,mmu-miR-592-5p,mmu-miR-466i-5p,mmu-miR-26a-5p,mmu-miR-17-5p,mmu-miR-194-5p,mmu-miR-7b-5p,mmu-miR-324-3p	mmu-let-7b-5p,mmu-miR-425-5p	1	1	8	2			mmu-miR-340-5p,mmu-miR-106b-5p,mmu-miR-185-5p,mmu-miR-20a-5p,mmu-miR-350-5p,mmu-miR-130a-5p,mmu-miR-214-3p	mmu-miR-673-5p,mmu-miR-1249-5p,mmu-miR-300-5p,mmu-miR-671-5p	0	0	7	4
ENSMUSG00000104605	14.786028048228	1.24433380994236	0.318861973348232	3.90242146743354	9.52351419805416e-05	0.00763346291874803	Gm42922	2.36909131927211	2.36909131927211	Up					0	0	0	0					0	0	0	0
ENSMUSG00000009487	23.7862567002703	1.24107162346782	0.342699242526888	3.62146007186007	0.000292945023106042	0.0162306449653646	Otog	2.36374044027954	2.36374044027954	Up				mmu-miR-329-3p	0	0	0	1					0	0	0	0
ENSMUSG00000082935	20.7593189710229	-1.23779575648519	0.334873194799835	-3.69631184492106	0.000218754247235327	0.0137900809093473	Gm7658	0.424020006926175	2.35837928320705	Down					0	0	0	0					0	0	0	0
ENSMUSG00000083496	101.120778667488	-1.23675207171372	0.282642851003669	-4.37567080618525	1.21059600831812e-05	0.0021232175932027	Gm11263	0.424326865495713	2.35667378456409	Down					0	0	0	0					0	0	0	0
