baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mgi_symbol	foldChange	absFoldChange	regulation	val.sig.up	val.sig.down	val.nsig.up	val.nsig.down	pred.sig.up	pred.sig.down	pred.nsig.up	pred.nsig.down	val.sig.up.freq	val.sig.down.freq	val.nsig.up.freq	val.nsig.down.freq	pred.sig.up.freq	pred.sig.down.freq	pred.nsig.up.freq	pred.nsig.down.freq
ENSMUSG00000039616	163.259280170037	1.26018082948884	0.321262860021219	3.92258485592019	8.76040244748988e-05	0.0169292531986068	Mocos	2.39525761548681	2.39525761548681	Up					0	0	0	0					0	0	0	0
ENSMUSG00000048874	1395.21616416991	1.2520386132866	0.314684822306919	3.9787067075814	6.92911538562834e-05	0.0155852602878262	Phf3	2.38177744541359	2.38177744541359	Up					0	0	0	0					0	0	0	0
ENSMUSG00000109157	22.1625241545652	1.25122679380509	0.34276269948784	3.65041702517422	0.00026181487922784	0.0290047901652037	Gm44829	2.38043757152676	2.38043757152676	Up					0	0	0	0					0	0	0	0
ENSMUSG00000032376	306.61977019096	1.24798720690236	0.29135400586069	4.28340500490349	1.84054700233706e-05	0.00803615301461577	Usp3	2.37509827087057	2.37509827087057	Up					0	0	0	0					0	0	0	0
ENSMUSG00000048572	141.821351332846	1.2464392205203	0.314613804768304	3.96180714777674	7.43846126762475e-05	0.016086622783115	Tmem252	2.37255119896255	2.37255119896255	Up					0	0	0	0					0	0	0	0
ENSMUSG00000025001	11.9183450606816	1.23680536479404	0.335103313601761	3.69081806891313	0.00022353397979935	0.0275694383209803	Hells	2.35676084157995	2.35676084157995	Up					0	0	0	0					0	0	0	0
ENSMUSG00000109953	15.8455929037332	1.23557580747014	0.343746876584589	3.59443500911664	0.000325096280059862	0.0306952534392233	5430430B14Rik	2.35475311438315	2.35475311438315	Up					0	0	0	0					0	0	0	0
ENSMUSG00000026342	619.607940568899	1.22791789086829	0.303933789440835	4.04008351005448	5.3432172474267e-05	0.0130032885308278	Slc35f5	2.34228705039073	2.34228705039073	Up					0	0	0	0					0	0	0	0
ENSMUSG00000078566	7750.73266546167	1.22774978897608	0.320447595688021	3.83135902873611	0.000127437384260999	0.0207890985643355	Bnip3	2.34201414451965	2.34201414451965	Up					0	0	0	0					0	0	0	0
ENSMUSG00000038010	12.5802541438064	1.22707141101769	0.339478845453527	3.61457400792788	0.000300841872047842	0.0306952534392233	Ccdc138	2.34091315140962	2.34091315140962	Up					0	0	0	0					0	0	0	0
ENSMUSG00000046733	12.2333809701303	1.22693121111224	0.344027124841313	3.5663792838375	0.000361947420635753	0.032174308139747	Gprc5a	2.34068567446764	2.34068567446764	Up					0	0	0	0					0	0	0	0
ENSMUSG00000022416	52.5050185205709	1.22614338510662	0.323936321723799	3.78513708676385	0.000153623870829456	0.024005751183824	Cacna1i	2.33940782323433	2.33940782323433	Up					0	0	0	0					0	0	0	0
ENSMUSG00000015202	161.136978693213	1.21819738735649	0.326511550346792	3.73094730052467	0.000190761128071838	0.0254687355257517	Cnksr3	2.32655837752417	2.32655837752417	Up					0	0	0	0					0	0	0	0
ENSMUSG00000040328	32.4783797935254	1.21388881096345	0.336723469979331	3.60500208387007	0.000312150423682553	0.0306952534392233	Olfr56	2.31962052811575	2.31962052811575	Up					0	0	0	0					0	0	0	0
ENSMUSG00000059149	572.691454154812	1.21321805825182	0.338412126572271	3.58503127692359	0.000337037811424277	0.0306952534392233	Mfsd4a	2.31854231679562	2.31854231679562	Up					0	0	0	0					0	0	0	0
ENSMUSG00000014905	1557.04199339326	1.2120797296318	0.286548644780039	4.22992658214182	2.33767592712327e-05	0.00937913490220135	Dnajb9	2.31671364057019	2.31671364057019	Up					0	0	0	0			mmu-miR-25-3p		0	0	1	0
ENSMUSG00000048756	1365.19065223876	1.2111589028637	0.305546312514089	3.96391268118431	7.37312310321386e-05	0.016086622783115	Foxo3	2.31523542707937	2.31523542707937	Up					0	0	0	0					0	0	0	0
ENSMUSG00000108368	24.7477522235383	1.20326853441442	0.335521500595844	3.58626356962985	0.000335449919381035	0.0306952534392233	Gm45053	2.30260753602706	2.30260753602706	Up					0	0	0	0					0	0	0	0
ENSMUSG00000006471	227.593066529662	1.20309631534647	0.310600478058375	3.87345287704407	0.000107304162245653	0.0198412841174159	Ndor1	2.30233268289143	2.30233268289143	Up					0	0	0	0					0	0	0	0
ENSMUSG00000030087	2172.82348494056	1.19938903119597	0.319391189832096	3.7552351767326	0.000173178788171047	0.0247985354657832	Klf15	2.29642398844982	2.29642398844982	Up					0	0	0	0					0	0	0	0
ENSMUSG00000054717	123.322556545755	1.19845563329126	0.342664883808176	3.49745681545284	0.000469716753430728	0.036129249765177	Hmgb2	2.29493872369728	2.29493872369728	Up					0	0	0	0					0	0	0	0
ENSMUSG00000042507	464.588959851708	1.19343692339457	0.3029513435503	3.93936831376496	8.16964293059135e-05	0.0164035054286407	Elmsan1	2.28696917964986	2.28696917964986	Up					0	0	0	0					0	0	0	0
ENSMUSG00000048489	512.829815283842	1.19077080401794	0.325368426847329	3.65976138359818	0.000252450218281541	0.0281776202284922	8430408G22Rik	2.28274673335016	2.28274673335016	Up					0	0	0	0					0	0	0	0
ENSMUSG00000034858	1640.31260182483	1.18245027235514	0.306372012491247	3.85952444787666	0.000113607891544651	0.0198412841174159	Fam214a	2.26961921887896	2.26961921887896	Up					0	0	0	0				mmu-miR-382-5p	0	0	0	1
ENSMUSG00000097242	200.489135914652	1.18123000008354	0.304714391452192	3.87651529832277	0.000105963150405157	0.0198412841174159	Gm16907	2.26770032239127	2.26770032239127	Up					0	0	0	0					0	0	0	0
ENSMUSG00000039703	3583.51848160319	1.17893350436392	0.317816614587099	3.70947725906516	0.000207687609813391	0.0265786428248257	Nploc4	2.26409344689062	2.26409344689062	Up					0	0	0	0					0	0	0	0
ENSMUSG00000102101	66.933735690775	1.17819908281146	0.316250137650655	3.72552907506702	0.000194905984159502	0.0254687355257517	Zbtb11os1	2.26294117574892	2.26294117574892	Up					0	0	0	0					0	0	0	0
ENSMUSG00000071637	1102.73014419499	1.17747726559416	0.318861826546845	3.69275080164282	0.000221841381747466	0.0275694383209803	Cebpd	2.26180925160633	2.26180925160633	Up					0	0	0	0					0	0	0	0
ENSMUSG00000048827	129.304919930019	1.17743931529554	0.309517119659555	3.80411693088459	0.000142310949582904	0.022716194049013	Pkd1l3	2.26174975517423	2.26174975517423	Up					0	0	0	0					0	0	0	0
ENSMUSG00000074578	194.504549351482	1.16875344104834	0.318329518423297	3.67152077770618	0.000241111471970829	0.0276430463426695	Zfas1	2.2481735981639	2.2481735981639	Up					0	0	0	0					0	0	0	0
ENSMUSG00000083754	40.1211705826646	1.16813280966729	0.311558580979462	3.74931997056532	0.00017731473322361	0.0250689258543285	Gm7803	2.24720666685128	2.24720666685128	Up					0	0	0	0					0	0	0	0
ENSMUSG00000091586	65.864494599515	1.16765934463623	0.334314531238449	3.49269695310791	0.000478168829070992	0.0365897745750458	Cyp4f17	2.24646929743134	2.24646929743134	Up					0	0	0	0					0	0	0	0
ENSMUSG00000006205	761.18866317699	1.16516102493156	0.336143470533086	3.46626106728698	0.000527750568988261	0.0380313456147123	Htra1	2.24258244563506	2.24258244563506	Up					0	0	0	0					0	0	0	0
ENSMUSG00000099241	12.0550192941085	1.16029250103802	0.344064227472433	3.37231367980847	0.000745395011218764	0.0451648528226227	Gm18852	2.23502737367391	2.23502737367391	Up					0	0	0	0					0	0	0	0
ENSMUSG00000031812	2940.3403682027	1.15670465538165	0.322172947651777	3.59032210436205	0.000330269576019869	0.0306952534392233	Map1lc3b	2.22947597845515	2.22947597845515	Up					0	0	0	0					0	0	0	0
ENSMUSG00000042680	411.597932054219	1.15263417155785	0.269610079644282	4.27518946279239	1.90974819732953e-05	0.00810006056838766	Garem1	2.22319450155792	2.22319450155792	Up					0	0	0	0					0	0	0	0
ENSMUSG00000066571	1228.24706068693	1.15003051275436	0.305024013857574	3.77029499484375	0.000163054696809311	0.0244499694356991	4931406P16Rik	2.21918587904268	2.21918587904268	Up				mmu-miR-541-5p	0	0	0	1					0	0	0	0
ENSMUSG00000098934	11.8975693184447	1.14206933562694	0.344115177730566	3.31885778232412	0.000903864501972215	0.050697093431866	Gm18853	2.2069735442298	2.2069735442298	Up					0	0	0	0					0	0	0	0
ENSMUSG00000001506	1274.1232467338	-1.14071488689008	0.334126341898918	-3.41402261314428	0.000640112626801591	0.0419044322396126	Col1a1	0.453534785580535	2.20490253844582	Down					0	0	0	0					0	0	0	0
ENSMUSG00000103039	11.8941439180832	1.13706375663487	0.344056759964545	3.30487259355709	0.000950195835111564	0.0512932988081134	Gm37123	2.19932949085961	2.19932949085961	Up					0	0	0	0					0	0	0	0
ENSMUSG00000027452	1164.92410857323	1.13525537964053	0.322431180821695	3.52092305944918	0.000430047379136548	0.0347184430593109	Acss1	2.19657442127183	2.19657442127183	Up					0	0	0	0					0	0	0	0
ENSMUSG00000038539	1522.4360097521	1.13492142305985	0.315371971051395	3.59867561875019	0.000319841832635372	0.0306952534392233	Atf5	2.19606601473681	2.19606601473681	Up					0	0	0	0					0	0	0	0
ENSMUSG00000044786	562.482689214961	1.1296580367056	0.31484901432497	3.58793575748544	0.000333306384729051	0.0306952534392233	Zfp36	2.1880687011708	2.1880687011708	Up					0	0	0	0					0	0	0	0
ENSMUSG00000020848	115.473225571079	1.12816926953925	0.309589123390791	3.64408560993007	0.00026834409719776	0.029507912021487	Doc2b	2.18581192163722	2.18581192163722	Up				mmu-miR-541-5p	0	0	0	1					0	0	0	0
ENSMUSG00000064120	382.356017825916	1.12748322227959	0.324435783805351	3.47521228717496	0.000510449226738692	0.0379418306103552	Mocs1	2.18477274582643	2.18477274582643	Up					0	0	0	0					0	0	0	0
ENSMUSG00000070002	418.68754562228	1.12709066563804	0.272388722228892	4.13780224238113	3.50648386874103e-05	0.0108868712362411	Ell	2.18417835106159	2.18417835106159	Up					0	0	0	0					0	0	0	0
ENSMUSG00000069808	31.3769664146056	-1.12588455188855	0.287438973561721	-3.91695161563326	8.96757383513592e-05	0.0170671325105888	Fam57a	0.458220988874764	2.18235310969858	Down					0	0	0	0					0	0	0	0
ENSMUSG00000071714	58.2118083815816	1.12426232812849	0.318894234827012	3.52550220526363	0.000422680657743846	0.0347184430593109	Csf2rb2	2.17990056407707	2.17990056407707	Up					0	0	0	0					0	0	0	0
ENSMUSG00000058914	10.6172234533075	-1.12252842592827	0.303230307402858	-3.7019004978184	0.000213990543447622	0.0271511933117944	C1qtnf3	0.459288184255219	2.17728222558479	Down					0	0	0	0					0	0	0	0
ENSMUSG00000042377	65.9086162147816	1.11903267167077	0.291725259757056	3.83591284691178	0.000125098767680355	0.0206343467357208	Fam83g	2.17201290009227	2.17201290009227	Up					0	0	0	0					0	0	0	0
ENSMUSG00000040557	27.619630459741	1.11860491638426	0.332870174785284	3.36048405990656	0.000778060203182236	0.0458345385565091	Mettl27	2.17136899944017	2.17136899944017	Up					0	0	0	0					0	0	0	0
ENSMUSG00000042087	11.6477994048124	1.11704158540394	0.341431960140624	3.27163744408657	0.00106926600420019	0.053807640109667	4933440N22Rik	2.16901733828794	2.16901733828794	Up					0	0	0	0					0	0	0	0
ENSMUSG00000106666	32.4461394733481	1.11666088233411	0.314337025938599	3.55243191284831	0.000381687783824665	0.0333303244169244	Gm43587	2.16844504643527	2.16844504643527	Up					0	0	0	0					0	0	0	0
ENSMUSG00000022124	1474.68460027595	1.11170965085309	0.325657312547896	3.41374078830055	0.000640775083758307	0.0419044322396126	Fbxl3	2.16101584573183	2.16101584573183	Up					0	0	0	0					0	0	0	0
ENSMUSG00000036944	83.4381903255688	1.11090605568279	0.32393728022417	3.42938625314758	0.000604947942138754	0.0404524873921162	Tmem71	2.15981247406237	2.15981247406237	Up					0	0	0	0					0	0	0	0
ENSMUSG00000041096	483.601318651281	1.11078949001621	0.307669007804922	3.61033923416984	0.000305796793995696	0.0306952534392233	Tspyl2	2.1596379743912	2.1596379743912	Up					0	0	0	0					0	0	0	0
ENSMUSG00000021913	49.8925217297452	1.10791571907782	0.320888989239283	3.45264485922159	0.000555119325818773	0.0386889501961488	Ogdhl	2.15534037339999	2.15534037339999	Up					0	0	0	0					0	0	0	0
ENSMUSG00000110218	20.8173257433946	1.10672491184715	0.333549348587192	3.31802450382495	0.000906565310130273	0.050697093431866	Gm20219	2.15356207938764	2.15356207938764	Up					0	0	0	0					0	0	0	0
ENSMUSG00000035310	232.15913557047	1.10533821713704	0.299529721735717	3.6902455313343	0.000224037704549382	0.0275694383209803	Lin54	2.15149310548019	2.15149310548019	Up					0	0	0	0					0	0	0	0
ENSMUSG00000028854	367.479268765808	1.10492777645023	0.280723156225742	3.93600510661725	8.284921052712e-05	0.0164035054286407	Slc9a1	2.1508811017779	2.1508811017779	Up					0	0	0	0					0	0	0	0
ENSMUSG00000044791	951.299571429502	1.10199725830839	0.292207493656211	3.77128335936831	0.000162410122226938	0.0244499694356991	Setd2	2.14651649355208	2.14651649355208	Up					0	0	0	0				mmu-miR-369-3p	0	0	0	1
ENSMUSG00000017999	427.288867923983	1.10088150898602	0.303763110844765	3.62414483419159	0.000289919115844001	0.0305237537213064	Ddx27	2.14485706561814	2.14485706561814	Up					0	0	0	0					0	0	0	0
ENSMUSG00000112925	37.0074070399582	1.09997458357597	0.336969486470148	3.26431510193553	0.00109729056600994	0.0544929543889264	Gm31763	2.14350916184742	2.14350916184742	Up					0	0	0	0					0	0	0	0
ENSMUSG00000024935	109.759284970878	1.09982160549179	0.311006772477539	3.53632686751612	0.000405732345561442	0.0344176952563406	Slc1a1	2.1432818840575	2.1432818840575	Up					0	0	0	0					0	0	0	0
ENSMUSG00000112907	10.9797387269085	1.0951440729901	0.326283839007192	3.35641531104445	0.000789598993368869	0.0461480199077199	ENSMUSG00000112907	2.13634414886021	2.13634414886021	Up					0	0	0	0					0	0	0	0
ENSMUSG00000030161	1007.31198063889	1.09449806772756	0.338852654808582	3.23001178298528	0.00123785116415365	0.0580218143007929	Gabarapl1	2.13538775781167	2.13538775781167	Up					0	0	0	0					0	0	0	0
ENSMUSG00000037415	1282.09701477867	1.09235107640065	0.258208748998881	4.2304959868164	2.33176604024577e-05	0.00937913490220135	Ranbp10	2.13221227778558	2.13221227778558	Up					0	0	0	0					0	0	0	0
ENSMUSG00000004535	2997.94022614412	1.08538674204287	0.295943915736536	3.66754200484775	0.000244893329419967	0.0277514616430489	Tax1bp1	2.12194423430193	2.12194423430193	Up					0	0	0	0					0	0	0	0
ENSMUSG00000053332	907.767251778362	1.08370349911558	0.328766073888896	3.29627533126123	0.000979759437930237	0.0521309277995497	Gas5	2.11946993121514	2.11946993121514	Up					0	0	0	0					0	0	0	0
ENSMUSG00000054855	56.968498075426	1.08352065746189	0.342448163830813	3.16404283013533	0.00155593896224116	0.0637648098711419	Rnd1	2.11920133472015	2.11920133472015	Up					0	0	0	0					0	0	0	0
ENSMUSG00000049323	1283.78898979756	1.08324297897677	0.275218815271262	3.93593358764045	8.28738906802326e-05	0.0164035054286407	Smcr8	2.11879348692659	2.11879348692659	Up					0	0	0	0					0	0	0	0
ENSMUSG00000021699	5239.90837759414	1.08299063600129	0.297620903377784	3.63882584761392	0.000273883928143827	0.0298956261478363	Pde4d	2.11842291942525	2.11842291942525	Up					0	0	0	0				mmu-miR-369-3p	0	0	0	1
ENSMUSG00000110136	178.967308158326	1.08140595658337	0.326855819635799	3.30851063869181	0.000937936212239459	0.0511899377599072	Gm45785	2.11609728713595	2.11609728713595	Up					0	0	0	0					0	0	0	0
ENSMUSG00000038914	921.033585630055	1.08115458321797	0.280097033948158	3.85992871105547	0.000113420108836734	0.0198412841174159	Dido1	2.11572861313157	2.11572861313157	Up					0	0	0	0					0	0	0	0
ENSMUSG00000041268	150.149228294861	1.08089872090286	0.300499596885724	3.59700556042314	0.000321901604873321	0.0306952534392233	Dmxl2	2.11535342142048	2.11535342142048	Up					0	0	0	0					0	0	0	0
ENSMUSG00000028982	428.56593221093	1.07939902167177	0.332154619840907	3.24968841977501	0.00115531514767734	0.0561534582754794	Slc25a33	2.11315562804787	2.11315562804787	Up					0	0	0	0					0	0	0	0
ENSMUSG00000108738	14.4694596670547	-1.07893921012362	0.332344416056407	-3.24644903900086	0.00116854366706905	0.0563144565429507	Gm44777	0.47337676155824	2.11248223657673	Down					0	0	0	0					0	0	0	0
ENSMUSG00000049550	9700.34271789885	1.07776945899853	0.292532649038487	3.6842706704397	0.000229358417603378	0.0275694383209803	Clip1	2.11077010969857	2.11077010969857	Up					0	0	0	0					0	0	0	0
